,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
2864,Vermillion,IN,0.653,0.301,6913.0,4511.0,2081.0,0.693,0.287,7480.0,5184.0,2145.0,39.8523352,-87.46160542,306.0,1.0,15644.0,7716.0,7928.0,1.1,96.8,0.4,0.3,0.2,0.0,12079.0,45440.0,2242.0,23891.0,1540.0,13.4,16.7,25.3,15.0,22.1,12.7,24.8,81.1,12.4,0.7,2.6,0.4,2.7,24.3,6440.0,79.4,13.4,7.0,0.2,5.1
2865,Vernon,MO,0.761,0.199,8576.0,6526.0,1706.0,0.779,0.208,9164.0,7135.0,1902.0,37.8457799,-94.34127305,371.0,3.0,20665.0,10060.0,10605.0,2.1,94.1,1.1,0.6,0.6,0.0,15549.0,41479.0,2061.0,22369.0,1407.0,15.2,21.9,31.6,19.3,19.6,13.9,15.6,75.9,10.2,0.3,4.1,1.3,8.2,17.1,9505.0,75.9,13.9,9.2,1.0,4.1
2866,Vernon,WI,0.493,0.447,14193.0,6994.0,6351.0,0.516,0.469,15914.0,8218.0,7457.0,43.59422667,-90.8324691,543.0,2.0,30378.0,15240.0,15138.0,1.6,96.3,0.4,0.3,0.5,0.0,22384.0,49996.0,1802.0,25314.0,1582.0,16.6,25.7,31.4,18.2,18.9,13.3,18.2,78.4,7.2,0.6,3.8,2.5,7.5,24.5,13425.0,75.6,13.2,10.7,0.5,2.9
2867,Vernon,LA,0.81,0.16,16633.0,13471.0,2665.0,0.817,0.168,17268.0,14107.0,2898.0,31.10884837,-93.18153838,1133.0,56.0,51906.0,27614.0,24292.0,9.4,70.1,14.1,1.4,1.7,0.4,37964.0,46620.0,1257.0,22583.0,874.0,16.9,22.6,30.7,19.2,24.1,16.4,9.5,85.0,8.4,0.1,2.6,1.9,1.9,21.6,17386.0,64.8,30.8,4.3,0.1,8.7
2868,Victoria,TX,0.685,0.285,31032.0,21253.0,8843.0,0.683,0.303,34205.0,23347.0,10371.0,28.79780988,-96.96813006,4302.0,98.0,91518.0,44790.0,46728.0,46.0,45.4,5.8,0.1,1.1,0.0,64245.0,55740.0,2218.0,28181.0,1001.0,14.8,20.8,30.0,17.3,25.3,13.2,14.1,81.3,12.1,0.9,0.8,0.8,4.1,20.0,43077.0,80.5,11.4,7.8,0.3,5.1
2869,Vigo,IN,0.554,0.402,39569.0,21924.0,15922.0,0.562,0.415,43593.0,24512.0,18080.0,39.42944561,-87.39169027,3073.0,48.0,107723.0,54651.0,53072.0,2.6,85.8,6.2,0.2,1.9,0.0,83521.0,42030.0,1275.0,22932.0,866.0,19.9,25.0,32.5,21.0,22.1,7.3,17.1,82.1,9.4,1.2,3.1,1.3,2.9,19.9,47559.0,83.0,13.5,3.5,0.1,7.9
2870,Vilas,WI,0.607,0.354,13453.0,8169.0,4769.0,0.603,0.384,15369.0,9261.0,5903.0,46.05467334,-89.51719204,656.0,7.0,21465.0,10734.0,10731.0,2.2,85.0,0.1,8.9,0.6,0.1,17737.0,42720.0,1563.0,29058.0,1266.0,15.3,22.2,29.5,24.5,23.4,13.5,9.1,80.0,8.5,0.0,3.8,1.2,6.5,19.5,9038.0,71.0,15.9,12.8,0.3,7.9
2871,Vinton,OH,0.704,0.247,5393.0,3799.0,1332.0,0.767,0.221,5902.0,4525.0,1306.0,39.25208988,-82.4831444,129.0,5.0,13142.0,6608.0,6534.0,0.5,96.8,0.5,0.1,0.1,0.0,10135.0,41541.0,3335.0,19876.0,1106.0,21.1,31.6,22.5,22.0,16.3,16.6,22.5,86.3,8.6,0.4,1.4,0.9,2.4,31.7,5241.0,77.0,17.5,5.5,0.0,10.6
2872,Virginia Beach city,VA,0.491,0.447,171876.0,84389.0,76744.0,0.462,0.516,227561.0,105087.0,117393.0,,,,,450057.0,221350.0,228707.0,7.8,62.5,18.4,0.2,6.5,0.1,334514.0,70500.0,1124.0,34607.0,477.0,8.0,11.4,40.0,17.2,25.8,9.0,8.0,82.1,8.4,0.9,2.7,2.1,3.8,23.7,219573.0,74.3,21.2,4.4,0.2,5.3
2873,Volusia,FL,0.548,0.418,260304.0,142763.0,108793.0,0.564,0.424,307891.0,173797.0,130451.0,29.05858895,-81.18263252,13008.0,322.0,518660.0,252651.0,266009.0,12.9,72.9,10.2,0.3,1.8,0.0,410687.0,43838.0,781.0,25871.0,544.0,16.1,24.0,31.3,20.8,26.8,10.9,10.2,80.5,8.9,1.1,1.2,2.6,5.8,25.4,212016.0,82.7,11.5,5.6,0.1,6.7
2874,Wabash,IL,0.748,0.212,5402.0,4039.0,1146.0,0.756,0.223,5592.0,4228.0,1248.0,38.44272901,-87.84922065,264.0,6.0,11568.0,5684.0,5884.0,2.0,94.9,0.8,0.1,1.2,0.0,8845.0,49716.0,3423.0,25105.0,1155.0,13.1,14.8,27.9,17.7,16.8,13.2,24.4,83.6,11.6,0.1,0.5,0.6,3.4,20.3,5291.0,80.5,11.5,7.7,0.3,7.6
2875,Wabash,IN,0.732,0.225,13415.0,9819.0,3018.0,0.737,0.239,14598.0,10762.0,3494.0,40.84704239,-85.79328272,563.0,11.0,31848.0,15568.0,16280.0,2.5,94.5,0.9,0.7,0.2,0.0,24832.0,49052.0,1738.0,24700.0,971.0,13.3,22.7,30.3,18.2,20.0,10.3,21.2,86.6,4.8,0.7,4.6,0.5,2.8,19.6,15079.0,84.9,9.6,5.2,0.4,5.5
2876,Wabasha,MN,0.594,0.329,11764.0,6989.0,3866.0,0.623,0.359,13097.0,8153.0,4696.0,44.28424356,-92.23121312,446.0,1.0,21490.0,10729.0,10761.0,2.9,94.9,0.4,0.0,0.4,0.0,16620.0,61973.0,2672.0,32307.0,1257.0,6.1,5.8,34.4,15.2,22.3,11.2,16.9,76.9,9.9,1.9,5.0,0.9,5.4,23.8,11379.0,81.8,8.8,9.1,0.4,3.2
2877,Wabaunsee,KS,0.706,0.231,3340.0,2358.0,773.0,0.729,0.248,3861.0,2813.0,956.0,38.95471985,-96.20350509,84.0,1.0,6918.0,3492.0,3426.0,3.4,93.0,0.3,0.4,0.5,0.0,5188.0,58947.0,3439.0,25790.0,1031.0,6.1,6.7,35.5,15.0,24.5,13.7,11.3,77.6,10.7,0.4,3.1,1.5,6.7,27.0,3376.0,73.2,19.8,6.7,0.4,4.3
2878,Wadena,MN,0.702,0.244,6894.0,4837.0,1684.0,0.721,0.264,7661.0,5520.0,2023.0,46.58589171,-94.96968506,298.0,3.0,13626.0,6757.0,6869.0,1.8,94.7,1.1,0.7,0.4,0.0,10229.0,45018.0,3124.0,24200.0,1469.0,15.0,17.4,23.9,18.1,23.4,12.4,22.2,78.3,9.8,0.5,4.6,1.2,5.7,21.0,6060.0,79.8,12.4,7.5,0.2,5.8
2879,Wagoner,OK,0.735,0.215,31246.0,22967.0,6711.0,0.74,0.24,35338.0,26165.0,8464.0,35.96024096,-95.51911308,1995.0,31.0,76830.0,37961.0,38869.0,5.7,72.1,3.4,8.2,1.4,0.1,56249.0,59210.0,1428.0,27337.0,598.0,10.7,14.6,32.7,14.6,26.6,11.7,14.3,84.7,9.2,0.1,0.5,1.6,3.9,26.1,35839.0,81.5,12.8,5.5,0.2,6.4
2880,Wahkiakum,WA,0.569,0.353,2333.0,1328.0,824.0,0.585,0.393,2924.0,1711.0,1150.0,46.29180039999999,-123.4250831,11.0,0.0,4105.0,1985.0,2120.0,5.8,88.5,0.2,1.9,1.7,0.0,3349.0,49508.0,7468.0,26964.0,3059.0,13.9,18.2,30.1,18.1,17.6,15.7,18.4,74.0,8.8,3.3,3.9,2.1,7.9,24.6,1215.0,56.5,28.3,15.1,0.0,6.3
2881,Wake,NC,0.379,0.584,510940.0,193607.0,298353.0,0.358,0.623,629804.0,225398.0,392146.0,35.78879266,-78.65249174,21826.0,275.0,1023811.0,497677.0,526134.0,10.0,60.6,20.0,0.3,6.4,0.0,699342.0,73577.0,687.0,37315.0,342.0,10.1,13.4,50.1,13.8,23.4,6.0,6.7,79.5,8.7,1.1,1.3,1.3,8.2,24.9,536376.0,80.6,14.5,4.8,0.1,4.9
2882,Wakulla,FL,0.685,0.283,15344.0,10507.0,4348.0,0.698,0.29,18438.0,12873.0,5348.0,30.16548905,-84.39895211,1334.0,11.0,31586.0,17528.0,14058.0,3.6,79.3,14.9,0.4,0.4,0.0,24756.0,57866.0,4026.0,22846.0,1104.0,12.6,15.9,33.3,19.5,25.5,14.2,7.5,84.6,10.1,0.0,1.3,0.8,3.2,32.7,13589.0,62.4,32.1,5.3,0.1,6.9
2883,Waldo,ME,0.459,0.461,22630.0,10378.0,10442.0,0.573,0.393,593.0,340.0,233.0,44.4858305,-69.12061935,154.0,14.0,39280.0,19269.0,20011.0,1.2,95.8,0.5,0.3,0.4,0.0,31212.0,50162.0,2047.0,27763.0,1129.0,14.3,18.7,35.9,17.5,21.8,12.6,12.1,75.9,10.6,0.4,3.9,1.3,7.9,26.4,18698.0,72.8,13.8,13.2,0.1,6.5
2884,Walker,AL,0.828,0.153,29243.0,24208.0,4486.0,0.834,0.155,31106.0,25947.0,4826.0,33.80270512,-87.30027177,2966.0,95.0,64927.0,31709.0,33218.0,2.4,89.4,6.0,0.1,0.5,0.0,49884.0,38872.0,1774.0,21217.0,778.0,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280.0,79.9,14.3,5.7,0.1,10.0
2885,Walker,GA,0.791,0.176,23939.0,18938.0,4213.0,0.787,0.196,29436.0,23174.0,5769.0,34.73376362,-85.30165174,1952.0,46.0,68609.0,33911.0,34698.0,2.0,91.4,4.3,0.1,0.6,0.0,52835.0,43581.0,2245.0,22564.0,990.0,17.2,24.4,27.9,13.9,24.5,11.5,22.1,85.4,9.4,0.1,1.0,0.9,3.1,28.4,28821.0,81.0,13.1,5.7,0.1,7.0
2886,Walker,TX,0.654,0.309,19683.0,12878.0,6085.0,0.65,0.333,23641.0,15368.0,7875.0,30.73872995,-95.57440968,3959.0,62.0,70818.0,41435.0,29383.0,17.8,56.9,22.9,0.3,1.2,0.0,56277.0,41456.0,1745.0,17194.0,1111.0,24.3,24.3,31.7,27.7,22.1,8.8,9.7,82.0,8.6,0.1,3.9,1.6,3.8,25.8,24044.0,60.9,35.0,3.9,0.2,3.4
2887,Walla Walla,WA,0.55,0.388,16127.0,8869.0,6260.0,0.518,0.459,23300.0,12068.0,10705.0,46.23040051,-118.4775539,1240.0,6.0,59862.0,30692.0,29170.0,21.1,72.3,1.4,0.5,1.5,0.1,42837.0,52630.0,2025.0,26651.0,1172.0,14.4,17.5,36.0,20.6,21.2,11.7,10.4,71.6,12.2,0.7,8.0,2.3,5.2,15.6,26496.0,72.4,20.8,6.6,0.3,6.0
2888,Wallace,KS,0.913,0.058,779.0,711.0,45.0,0.933,0.054,817.0,762.0,44.0,38.91686134,-101.76388759999999,70.0,0.0,1591.0,802.0,789.0,5.1,93.7,0.0,0.0,0.0,0.0,1137.0,60000.0,12814.0,29931.0,4672.0,10.6,16.6,46.0,16.6,17.8,9.4,10.2,75.7,7.0,0.0,6.2,0.3,10.9,13.9,776.0,64.2,19.1,15.5,1.3,5.4
2889,Waller,TX,0.63,0.344,16715.0,10525.0,5744.0,0.628,0.359,22617.0,14206.0,8130.0,30.01058447,-95.99011759,1012.0,17.0,48443.0,24209.0,24234.0,29.4,43.0,24.9,0.1,0.7,0.0,32066.0,53506.0,4971.0,23888.0,1274.0,18.0,25.1,26.5,21.5,25.0,14.0,13.0,78.7,10.8,0.9,3.9,1.4,4.4,30.0,21837.0,75.6,15.9,7.9,0.6,7.8
2890,Wallowa,OR,0.676,0.263,4177.0,2825.0,1097.0,0.661,0.316,5128.0,3390.0,1619.0,45.57894064,-117.18353799999998,56.0,2.0,6864.0,3297.0,3567.0,2.7,93.4,0.2,0.2,0.3,0.1,5589.0,44877.0,3973.0,26898.0,1786.0,13.7,21.3,34.6,17.9,23.2,13.5,10.7,69.7,8.1,0.0,11.3,2.2,8.7,16.1,3034.0,68.4,18.4,13.2,0.1,4.9
2891,Walsh,ND,0.658,0.257,4543.0,2991.0,1166.0,0.695,0.279,4783.0,3324.0,1333.0,48.36876964,-97.72574783,634.0,2.0,10920.0,5606.0,5314.0,11.1,84.9,0.3,1.6,1.0,0.0,8177.0,50781.0,3287.0,30693.0,1999.0,9.9,10.1,30.9,15.5,18.3,18.7,16.6,79.4,9.3,0.2,4.6,1.0,5.5,16.1,5545.0,74.4,15.3,9.8,0.4,2.6
2892,Walthall,MS,0.571,0.419,5909.0,3374.0,2475.0,0.599,0.391,5721.0,3426.0,2236.0,31.14971548,-90.10446654,650.0,27.0,14670.0,7186.0,7484.0,0.6,52.7,45.7,0.0,0.5,0.0,11063.0,31077.0,4182.0,20155.0,3384.0,26.3,36.5,29.8,14.0,22.6,16.4,17.2,82.4,11.5,0.2,0.7,2.5,2.7,35.1,5553.0,72.2,16.3,11.4,0.1,6.7
2893,Walton,FL,0.766,0.204,33559.0,25695.0,6861.0,0.752,0.236,43786.0,32942.0,10336.0,30.64204028,-86.16935664,2526.0,30.0,63457.0,32216.0,31241.0,6.0,84.3,4.9,0.5,1.2,0.2,48942.0,50619.0,1771.0,30853.0,1560.0,17.0,30.9,35.5,21.3,24.7,11.7,6.8,80.0,9.3,0.2,1.2,2.1,7.2,28.2,27853.0,78.0,12.8,9.1,0.2,5.7
2894,Walton,GA,0.769,0.205,40425.0,31093.0,8279.0,0.74,0.249,50812.0,37617.0,12634.0,33.78017694,-83.73552314,2394.0,70.0,88695.0,43120.0,45575.0,4.0,75.9,16.5,0.2,1.2,0.1,64874.0,55876.0,1856.0,25184.0,797.0,12.8,18.5,28.5,15.3,27.8,14.4,14.1,82.3,11.6,0.1,1.0,1.1,3.9,32.3,39299.0,79.2,14.6,5.9,0.2,6.9
2895,Walworth,SD,0.765,0.184,2477.0,1896.0,457.0,0.762,0.219,2580.0,1966.0,565.0,45.43019636,-100.03075140000001,287.0,10.0,5502.0,2678.0,2824.0,2.0,79.8,0.5,12.2,2.0,0.4,4149.0,46623.0,7342.0,29457.0,3359.0,10.2,10.8,36.9,21.1,20.2,12.1,9.7,72.6,14.9,1.1,5.0,1.5,4.9,15.2,2741.0,69.9,15.4,14.4,0.3,3.7
2896,Walworth,WI,0.57,0.37,50570.0,28848.0,18706.0,0.588,0.396,57588.0,33844.0,22783.0,42.66858202,-88.54163073,3590.0,39.0,102917.0,51330.0,51587.0,11.1,85.5,1.0,0.2,1.0,0.1,76828.0,58401.0,1447.0,29192.0,627.0,12.4,13.2,30.8,19.1,22.9,10.0,17.2,81.3,8.4,0.6,3.9,1.3,4.6,24.0,53327.0,81.9,11.9,6.0,0.2,5.6
2897,Wapello,IA,0.581,0.373,14996.0,8710.0,5591.0,0.609,0.373,15613.0,9516.0,5821.0,41.03064984,-92.40954728,1661.0,62.0,35321.0,17441.0,17880.0,10.5,83.8,2.9,0.1,0.9,0.2,25734.0,43329.0,1725.0,23413.0,1153.0,17.0,21.9,26.6,17.6,19.2,11.0,25.6,82.1,10.4,0.3,2.2,2.1,2.8,18.1,16269.0,82.8,11.4,5.7,0.1,6.3
2898,Ward,ND,0.692,0.216,26861.0,18601.0,5792.0,0.707,0.258,28246.0,19974.0,7293.0,48.22390169,-101.54367629999999,3586.0,54.0,69628.0,36366.0,33262.0,5.6,84.1,3.6,2.3,1.4,0.1,51715.0,64159.0,2483.0,33414.0,1171.0,8.4,10.2,32.1,17.5,24.5,12.6,13.3,82.8,10.3,0.3,2.5,0.7,3.4,18.9,36497.0,78.3,16.1,5.6,0.1,2.7
2899,Ward,TX,0.745,0.229,3413.0,2541.0,780.0,0.803,0.189,4034.0,3238.0,761.0,31.50999644,-103.09279090000001,175.0,1.0,11498.0,5790.0,5708.0,52.2,41.4,4.8,0.6,0.3,0.0,7730.0,63333.0,5589.0,26860.0,2095.0,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0.0,1.5,3.0,4.1,21.7,4823.0,75.1,17.3,7.5,0.1,6.1
2900,Ware,GA,0.7,0.283,12150.0,8508.0,3436.0,0.695,0.297,14296.0,9930.0,4249.0,31.05449097,-82.42224148,1765.0,65.0,35688.0,17900.0,17788.0,4.0,63.8,29.5,0.4,1.1,0.0,26673.0,36962.0,3361.0,19246.0,999.0,24.8,39.9,25.6,16.1,25.2,13.5,19.6,83.7,8.9,1.6,2.2,1.1,2.4,19.2,13208.0,74.6,18.5,7.0,0.0,4.6
2901,Warren,GA,0.425,0.563,2332.0,991.0,1313.0,0.439,0.555,2681.0,1177.0,1488.0,33.41146451,-82.67795848,170.0,6.0,5410.0,2534.0,2876.0,0.6,37.2,60.6,0.0,1.0,0.3,4197.0,32860.0,4524.0,20712.0,2933.0,26.8,37.2,21.3,14.2,28.0,11.1,25.4,87.9,6.4,0.2,1.3,1.1,3.1,25.4,2104.0,74.3,18.2,7.5,0.0,8.2
2902,Warren,IA,0.549,0.385,26916.0,14773.0,10371.0,0.573,0.405,30955.0,17738.0,12537.0,41.33559454,-93.56007641,1437.0,7.0,48630.0,23679.0,24951.0,2.6,94.7,0.2,0.1,0.5,0.3,36210.0,71514.0,2792.0,33013.0,937.0,6.2,7.2,39.8,14.5,26.0,9.5,10.3,84.0,6.6,0.2,3.0,0.4,5.8,23.7,25633.0,81.1,13.0,5.6,0.3,3.8
2903,Warren,IL,0.554,0.387,7700.0,4267.0,2983.0,0.59,0.39,7916.0,4671.0,3087.0,40.84925021,-90.6147432,570.0,9.0,17429.0,8439.0,8990.0,9.2,84.4,2.8,0.0,2.3,0.0,12860.0,47278.0,2781.0,24840.0,1322.0,13.8,19.3,31.4,19.1,20.0,8.7,20.9,78.2,9.4,0.7,4.8,1.9,4.9,17.9,8248.0,80.5,11.8,7.4,0.2,6.6
2904,Warren,IN,0.739,0.214,3919.0,2896.0,839.0,0.76,0.218,4473.0,3401.0,974.0,40.34728141,-87.35602659,115.0,1.0,8269.0,4124.0,4145.0,1.5,96.5,0.5,0.2,0.0,0.0,6418.0,58950.0,2984.0,29312.0,2418.0,9.5,15.4,30.9,11.9,17.9,13.1,26.2,82.8,13.2,0.2,0.9,0.4,2.5,25.6,4012.0,81.9,11.5,6.4,0.2,4.7
2905,Warren,KY,0.592,0.35,48436.0,28673.0,16966.0,0.574,0.406,55351.0,31790.0,22477.0,36.99903045,-86.42672751,5456.0,58.0,123824.0,60616.0,63208.0,5.1,79.6,9.2,0.4,3.3,0.2,89986.0,49508.0,2374.0,25840.0,815.0,18.0,23.2,32.5,17.5,25.4,7.1,17.5,81.2,11.4,0.3,3.2,1.0,2.9,20.2,60183.0,81.1,14.3,4.5,0.1,5.6
2906,Warren,MO,0.705,0.248,15766.0,11109.0,3915.0,0.72,0.26,18373.0,13222.0,4769.0,38.76529479,-91.16124662,672.0,2.0,33554.0,16773.0,16781.0,3.2,92.0,2.3,0.5,0.4,0.2,25248.0,56193.0,3733.0,26845.0,1749.0,12.8,19.3,26.2,16.5,24.0,15.9,17.4,87.4,7.7,0.0,0.9,0.7,3.3,30.7,14824.0,86.3,9.0,4.5,0.2,6.1
2907,Warren,MS,0.515,0.466,18287.0,9420.0,8518.0,0.484,0.505,21162.0,10236.0,10681.0,32.35810271,-90.83352619,1583.0,56.0,47510.0,22609.0,24901.0,0.6,47.7,50.2,0.1,0.5,0.0,35681.0,41635.0,2441.0,22542.0,1036.0,23.7,36.2,34.3,21.6,19.7,9.4,15.0,87.0,9.2,0.1,1.0,1.4,1.3,18.5,19407.0,71.9,23.3,4.6,0.2,7.9
2908,Warren,NC,0.326,0.659,10123.0,3302.0,6668.0,0.366,0.622,10207.0,3739.0,6344.0,36.39728256,-78.10652228,491.0,7.0,20190.0,10116.0,10074.0,3.8,38.3,50.1,5.0,0.4,0.0,16133.0,35443.0,1882.0,21543.0,1268.0,22.3,32.4,28.6,21.4,22.9,8.7,18.4,84.4,10.1,0.1,1.1,0.8,3.6,28.5,7346.0,65.0,26.2,8.4,0.3,8.1
2909,Warren,NJ,0.607,0.351,48442.0,29393.0,16991.0,0.56,0.418,53340.0,29867.0,22315.0,40.85951833,-74.99556527,1632.0,171.0,107088.0,52230.0,54858.0,8.6,82.9,4.2,0.1,2.9,0.0,80808.0,75500.0,2277.0,37001.0,895.0,8.2,12.3,36.5,16.9,26.1,9.4,11.1,80.9,9.0,1.1,2.9,1.2,4.9,35.4,54719.0,80.1,14.0,5.8,0.1,7.4
2910,Warren,NY,0.518,0.412,27568.0,14284.0,11366.0,0.55,0.428,27625.0,15200.0,11811.0,43.56173026,-73.8433699,468.0,33.0,64701.0,31717.0,32984.0,2.4,94.2,1.1,0.2,1.0,0.1,51635.0,60222.0,1986.0,33127.0,1137.0,9.9,13.0,35.7,20.0,24.9,8.1,11.2,82.2,8.6,0.9,3.3,1.6,3.4,22.8,32518.0,75.0,17.7,7.3,0.1,4.8
2911,Warren,OH,0.665,0.289,114254.0,75947.0,33036.0,0.643,0.34,132391.0,85069.0,45040.0,39.42581994,-84.16557457,4921.0,67.0,223868.0,112736.0,111132.0,2.6,87.1,3.3,0.0,5.2,0.0,160611.0,79397.0,2054.0,37479.0,830.0,5.1,5.9,48.2,13.1,21.5,6.4,10.8,86.7,6.3,0.4,0.6,0.4,5.6,25.4,109115.0,83.8,10.8,5.4,0.1,4.5
2912,Warren,PA,0.683,0.274,17624.0,12032.0,4828.0,0.687,0.293,20401.0,14020.0,5987.0,41.81304978,-79.26969577,71.0,1.0,40345.0,20152.0,20193.0,1.0,97.0,0.5,0.1,0.5,0.0,32229.0,45781.0,1519.0,26558.0,1302.0,13.4,23.5,30.7,16.1,20.9,10.3,21.9,81.6,9.5,0.3,4.0,1.3,3.3,20.4,18231.0,80.3,12.0,7.3,0.4,5.7
2913,Warren,TN,0.703,0.261,13565.0,9535.0,3535.0,0.738,0.247,16692.0,12323.0,4126.0,35.672829899999996,-85.77969117,1542.0,11.0,40210.0,19846.0,20364.0,8.7,85.9,1.3,0.1,0.6,0.3,29123.0,36765.0,1207.0,21339.0,1488.0,21.6,33.4,26.9,13.9,21.4,12.4,25.5,84.5,10.0,0.0,1.4,0.5,3.7,24.5,17029.0,75.9,15.1,8.6,0.4,6.8
2914,Warren,VA,0.661,0.29,17791.0,11762.0,5165.0,0.669,0.314,21037.0,14069.0,6603.0,38.90847745,-78.20280433,621.0,21.0,38991.0,19445.0,19546.0,4.2,87.6,3.6,0.2,1.2,0.0,29780.0,65353.0,3936.0,30009.0,1079.0,9.8,14.0,34.1,16.8,21.4,15.9,11.7,74.7,16.3,0.2,1.6,1.0,6.2,40.7,18753.0,75.6,17.3,6.9,0.2,6.0
2915,Warrick,IN,0.646,0.307,29609.0,19133.0,9086.0,0.629,0.352,33884.0,21324.0,11919.0,38.08922676,-87.2716085,2212.0,66.0,61581.0,30490.0,31091.0,1.8,92.8,1.6,0.2,2.5,0.0,45709.0,66080.0,2162.0,33528.0,1260.0,7.7,10.1,39.3,14.4,21.6,10.1,14.6,88.4,6.8,0.3,1.0,1.0,2.6,23.6,31003.0,85.3,10.4,4.1,0.2,3.4
2916,Wasatch,UT,0.505,0.251,11149.0,5627.0,2800.0,0.605,0.35,16456.0,9953.0,5762.0,40.33110236,-111.1691419,1219.0,9.0,29306.0,14903.0,14403.0,13.5,83.6,0.1,0.1,1.2,0.0,18354.0,74552.0,4096.0,30086.0,1703.0,7.8,10.2,36.7,20.9,24.4,10.6,7.4,78.6,12.2,0.0,1.5,0.9,6.7,23.3,14397.0,78.1,15.1,6.5,0.2,2.4
2917,Wasco,OR,0.508,0.412,11251.0,5721.0,4634.0,0.501,0.465,13904.0,6965.0,6467.0,45.16292781,-121.16709540000001,362.0,16.0,25687.0,12804.0,12883.0,17.4,75.4,0.4,3.6,0.9,0.6,18539.0,48510.0,2079.0,24727.0,1130.0,13.7,15.5,29.7,21.0,22.5,15.2,11.6,75.0,10.8,0.6,4.7,1.0,7.9,17.6,11254.0,76.7,14.8,8.4,0.1,6.5
2918,Waseca,MN,0.623,0.296,9579.0,5967.0,2838.0,0.638,0.337,10389.0,6624.0,3496.0,44.02211116,-93.58720034,961.0,10.0,18898.0,8978.0,9920.0,5.7,89.4,2.1,0.9,0.6,0.0,14063.0,55189.0,2840.0,27383.0,1100.0,9.2,10.9,31.3,15.8,21.7,10.4,20.8,81.6,9.6,0.6,1.9,1.9,4.5,20.4,9516.0,79.2,12.7,7.7,0.4,3.2
2919,Washakie,WY,0.784,0.143,3715.0,2911.0,532.0,0.809,0.162,4012.0,3245.0,651.0,43.90451606,-107.68018700000002,160.0,7.0,8253.0,4118.0,4135.0,14.2,82.2,0.3,0.4,0.1,0.0,6125.0,51362.0,2570.0,27345.0,1689.0,12.8,17.5,32.1,16.3,17.6,18.8,15.3,77.2,10.2,0.0,6.9,1.3,4.4,14.3,3833.0,69.8,22.0,8.1,0.2,6.1
2920,Washburn,WI,0.597,0.362,9059.0,5404.0,3283.0,0.611,0.373,10371.0,6332.0,3867.0,45.89838588,-91.79050449,267.0,2.0,15638.0,7716.0,7922.0,1.7,94.6,0.5,1.2,0.5,0.0,12572.0,46592.0,1835.0,28232.0,1355.0,13.0,20.9,30.2,18.2,21.6,12.2,17.9,80.5,8.4,0.5,2.6,1.3,6.6,22.0,7011.0,75.1,15.5,9.3,0.2,5.1
2921,Washington,AL,0.71,0.279,8492.0,6031.0,2366.0,0.74,0.254,8861.0,6554.0,2253.0,31.4092794,-88.20689944,774.0,12.0,16746.0,8342.0,8404.0,0.5,65.1,24.6,7.5,0.9,0.0,12796.0,42185.0,3300.0,23239.0,4545.0,22.0,34.3,20.6,15.7,21.9,19.3,22.4,83.2,13.5,0.0,0.2,1.3,1.8,35.2,5710.0,79.0,15.6,5.2,0.3,11.0
2922,Washington,AR,0.508,0.406,79543.0,40418.0,32296.0,0.505,0.464,93467.0,47229.0,43327.0,35.976844,-94.21800746,11881.0,154.0,223683.0,111839.0,111844.0,16.5,71.9,3.4,0.8,2.4,2.0,150386.0,47452.0,1026.0,26371.0,783.0,18.0,21.2,37.5,16.1,22.8,9.5,14.2,80.0,12.4,0.7,2.1,1.3,3.5,21.5,106905.0,79.4,14.8,5.7,0.1,4.9
2923,Washington,CO,0.843,0.107,2708.0,2284.0,289.0,0.862,0.123,2943.0,2537.0,363.0,39.97015535,-103.202587,106.0,0.0,4809.0,2485.0,2324.0,9.6,87.8,0.9,0.3,0.5,0.0,3626.0,51458.0,5812.0,26279.0,1714.0,9.9,10.3,39.0,15.0,16.1,14.9,14.9,74.7,9.2,0.7,3.3,1.0,11.1,24.0,2213.0,63.9,20.9,15.0,0.2,4.2
2924,Washington,FL,0.774,0.203,11144.0,8630.0,2261.0,0.801,0.19,12327.0,9876.0,2347.0,30.61359259,-85.66002461,1255.0,24.0,24472.0,13300.0,11172.0,3.5,77.6,15.3,1.2,0.3,0.3,19272.0,36989.0,3048.0,18718.0,1038.0,21.0,28.5,28.9,22.4,22.2,14.1,12.3,86.8,7.3,0.2,0.5,2.3,2.9,30.5,8860.0,69.0,21.4,9.4,0.2,10.1
